raw: 温格的球队终于又踢了一场经典的比赛，2比1战胜曼联之后枪手仍然留在了夺冠集团之内，
后 O O
天 O O
的 O O
学 O O
习 O O
与 O O
修 O O
养 O O
。 O O
因 O O
此 O O
， O O
一 O O
个 O O
收 B-pos O
藏 I-pos O
者 I-pos O
要 O O
成 O O
为 O O
收 B-pos O
藏 I-pos B-pos
家 I-pos I-pos
， O O
要 O O
在 O O
文 O O
物 O O
与 O O
艺 O O
术 O O
品 O O
市 O O
场 O O
如 O O
鱼 O O
得 O O
水 O O
， O O


raw: 想要在人仙魔三界混杂的西游世界里，构筑属于自己的温馨小窝吗？《逍遥传说》
sen pred gold
想 O O
要 O O
在 O O
人 O O
仙 O O
魔 O O
三 O O
界 O O
混 O O
杂 O O
的 O O
西 B-gam O
游 I-gam O
世 O O
界 O O
里 O O
， O O
构 O O
筑 O O
属 O O
于 O O
自 O O
己 O O
的 O O
温 O O
馨 O O
小 O O
窝 O O
吗 O O
？ O O
《 B-gam B-gam
逍 I-gam I-gam
遥 I-gam I-gam
传 I-gam I-gam
说 I-gam I-gam
》 I-gam I-gam


raw: 最多的一家将三居室隔成9个房间分别出租。3户涉嫌群租的业主名单已交市住房保障办和海淀区有关部门，
sen pred gold
最 O O
多 O O
的 O O
一 O O
家 O O
将 O O
三 O O
居 O O
室 O O
隔 O O
成 O O
9 O O
个 O O
房 O O
间 O O
分 O O
别 O O
出 O O
租 O O
。 O O
3 O O
户 O O
涉 O O
嫌 O O
群 O O
租 O O
的 O O
业 O O
主 O O
名 O O
单 O O
已 O O
交 O O
市 B-gov B-gov
住 I-gov I-gov
房 I-gov I-gov
保 I-gov I-gov
障 I-gov I-gov
办 I-gov I-gov
和 O O
海 B-gov O
淀 I-gov O
区 I-gov O
有 I-gov O
关 I-gov O
部 I-gov O
门 I-gov O
， O O


raw: 统计学专家谈武汉经适房六连号事件：概率极小
sen pred gold
统 B-pos B-pos
计 I-pos I-pos
学 I-pos I-pos
专 B-pos I-pos
家 I-pos I-pos
谈 O O
武 B-add O
汉 I-add O
经 O O
适 O O
房 O O
六 O O
连 O O
号 O O
事 O O
件 O O
： O O
概 O O
率 O O
极 O O
小 O O


raw: 俄太平洋舰队主力“维诺格拉多夫海军上将”和“沙波什尼科夫元帅”
sen pred gold
俄 B-gov B-gov
太 I-gov I-gov
平 I-gov I-gov
洋 I-gov I-gov
舰 I-gov I-gov
队 I-gov I-gov
主 O O
力 O O
[UNK] O O
维 B-nam B-nam
诺 I-nam I-nam
格 I-nam I-nam
拉 I-nam I-nam
多 I-nam I-nam
夫 I-nam I-nam
海 B-pos B-gov
军 I-pos I-gov
上 B-pos B-pos
将 I-pos I-pos
[UNK] O O
和 O O
[UNK] B-nam O
沙 I-nam B-nam
波 I-nam I-nam
什 I-nam I-nam
尼 I-nam I-nam
科 I-nam I-nam
夫 I-nam I-nam
元 B-pos B-pos
帅 I-pos I-pos
[UNK] O O


raw: 晨报讯沪上某银行员工成钢（化名）为从事非法买卖外汇的黄牛介绍客户而被辞退，
sen pred gold
晨 B-boo O
报 I-boo O
讯 O O
沪 B-add O
上 O O
某 O O
银 O O
行 O O
员 O O
工 O O
成 B-nam B-nam
钢 I-nam I-nam
（ O O
化 O O
名 O O
） O O
为 O O
从 O O
事 O O
非 O O
法 O O
买 O O
卖 O O
外 O O
汇 O O
的 O O
黄 O O
牛 O O
介 O O
绍 O O
客 O O
户 O O
而 O O
被 O O
辞 O O
退 O O
， O O


raw: 直升飞机观光地与自由女神像相距不远，因此可以放在同一天游玩，
sen pred gold
直 O B-sce
升 O I-sce
飞 O I-sce
机 O I-sce
观 O I-sce
光 O I-sce
地 O I-sce
与 O O
自 B-sce B-sce
由 I-sce I-sce
女 I-sce I-sce
神 I-sce I-sce
像 I-sce I-sce
相 O O
距 O O
不 O O
远 O O
， O O
因 O O
此 O O
可 O O
以 O O
放 O O
在 O O
同 O O
一 O O
天 O O
游 O O
玩 O O
， O O


raw: 周中提到的几支强队从盘口看都难大胜赢盘，冷门几率比较高。将成为本期提升奖金重点。
sen pred gold
周 O B-nam
中 O I-nam
提 O O
到 O O
的 O O
几 O O
支 O O
强 O O
队 O O
从 O O
盘 O O
口 O O
看 O O
都 O O
难 O O
大 O O
胜 O O
赢 O O
盘 O O
， O O
冷 O O
门 O O
几 O O
率 O O
比 O O
较 O O
高 O O
。 O O
将 O O
成 O O
为 O O
本 O O
期 O O
提 O O
升 O O
奖 O O
金 O O
重 O O
点 O O
。 O O


raw: 不朽的园丁》的费尔南多·梅里尔斯，但明显比《引渡疑云》的加文·胡德高出数段，
sen pred gold
不 B-mov B-mov
朽 I-mov I-mov
的 I-mov I-mov
园 I-mov I-mov
丁 I-mov I-mov
》 I-mov I-mov
的 O O
费 B-nam B-nam
尔 I-nam I-nam
南 I-nam I-nam
多 I-nam I-nam
· I-nam I-nam
梅 I-nam I-nam
里 I-nam I-nam
尔 I-nam I-nam
斯 I-nam I-nam
， O O
但 O O
明 O O
显 O O
比 O O
《 B-mov B-mov
引 I-mov I-mov
渡 I-mov I-mov
疑 I-mov I-mov
云 I-mov I-mov
》 I-mov I-mov
的 O O
加 B-nam B-nam
文 I-nam I-nam
· I-nam I-nam
胡 I-nam I-nam
德 I-nam I-nam
高 O I-nam
出 O O
数 O O
段 O O
， O O


raw: 本轮拿下暴发户曼城即可锁定出线。赛程上看首战获胜的曼城只要在下个主场击败巴黎圣日耳曼，也可以出线。
sen pred gold
本 O O
轮 O O
拿 O O
下 O O
暴 O O
发 O O
户 O O
曼 B-org B-org
城 I-org I-org
即 O O
可 O O
锁 O O
定 O O
出 O O
线 O O
。 O O
赛 O O
程 O O
上 O O
看 O O
首 O O
战 O O
获 O O
胜 O O
的 O O
曼 B-org B-org
城 I-org I-org
只 O O
要 O O
在 O O
下 O O
个 O O
主 O O
场 O O
击 O O
败 O O
巴 B-org O
黎 I-org O
圣 I-org O
日 I-org O
耳 I-org O
曼 I-org O
， O O
也 O O
可 O O
以 O O
出 O O
线 O O
。 O O


raw: 中国境内进藏共有八条线路之多，最具代表性的有川藏线,滇藏线,青藏线,新藏线，每条线都有不同的特点。
sen pred gold
中 O O
国 O O
境 O O
内 O O
进 O O
藏 O O
共 O O
有 O O
八 O O
条 O O
线 O O
路 O O
之 O O
多 O O
， O O
最 O O
具 O O
代 O O
表 O O
性 O O
的 O O
有 O O
川 B-sce B-add
藏 I-sce I-add
线 I-sce I-add
, O O
滇 B-sce B-add
藏 I-sce I-add
线 I-sce I-add
, O O
青 B-sce B-add
藏 I-sce I-add
线 I-sce I-add
, O O
新 B-sce B-add
藏 I-sce I-add
线 I-sce I-add
， O O
每 O O
条 O O
线 O O
都 O O
有 O O
不 O O
同 O O
的 O O
特 O O
点 O O
。 O O


raw: 近期在伦敦举行的苏富比拍卖会上，盖蒂博物馆以近4631万美金的成交价得到了一副约瑟夫•马洛德•威廉•
sen pred gold
近 O O
期 O O
在 O O
伦 B-add B-add
敦 I-add I-add
举 O O
行 O O
的 O O
苏 B-com B-com
富 I-com I-com
比 I-com I-com
拍 O O
卖 O O
会 O O
上 O O
， O O
盖 B-sce B-org
蒂 I-sce I-org
博 I-sce I-org
物 I-sce I-org
馆 I-sce I-org
以 O O
近 O O
4 O O
6 O O
3 O O
1 O O
万 O O
美 O O
金 O O
的 O O
成 O O
交 O O
价 O O
得 O O
到 O O
了 O O
一 O O
副 O O
约 B-nam B-nam
瑟 I-nam I-nam
夫 I-nam I-nam
• I-nam I-nam
马 I-nam I-nam
洛 I-nam I-nam
德 I-nam I-nam
• I-nam I-nam
威 I-nam I-nam
廉 I-nam I-nam
• I-nam O


raw: 南岸区以南滨路喜来登双子塔附近的夜景极为壮观，在长江之南，南滨路上高楼的灯光与长江相得益彰，
sen pred gold
南 B-add O
岸 I-add O
区 I-add O
以 I-add O
南 B-add B-add
滨 I-add I-add
路 I-add I-add
喜 B-sce B-sce
来 I-sce I-sce
登 I-sce I-sce
双 I-sce I-sce
子 I-sce I-sce
塔 I-sce I-sce
附 O O
近 O O
的 O O
夜 O O
景 O O
极 O O
为 O O
壮 O O
观 O O
， O O
在 O O
长 O O
江 O O
之 O O
南 O O
， O O
南 B-add O
滨 I-add O
路 I-add O
上 O O
高 O O
楼 O O
的 O O
灯 O O
光 O O
与 O O
长 O O
江 O O
相 O O
得 O O
益 O O
彰 O O
， O O


raw: 在3月24日的法国文化开放日活动的留学专题讲座中，法驻穗总领事馆文化处文化教育领事穆沙琳、
sen pred gold
在 O O
3 O O
月 O O
2 O O
4 O O
日 O O
的 O O
法 O O
国 O O
文 O O
化 O O
开 O O
放 O O
日 O O
活 O O
动 O O
的 O O
留 O O
学 O O
专 O O
题 O O
讲 O O
座 O O
中 O O
， O O
法 B-gov B-gov
驻 I-gov I-gov
穗 I-gov I-gov
总 I-gov I-gov
领 I-gov I-gov
事 I-gov I-gov
馆 I-gov I-gov
文 I-gov I-gov
化 I-gov I-gov
处 I-gov I-gov
文 B-pos O
化 I-pos O
教 I-pos O
育 I-pos O
领 B-pos B-pos
事 I-pos I-pos
穆 B-nam B-nam
沙 I-nam I-nam
琳 I-nam I-nam
、 O O


raw: 连保加利亚的贝尔巴托夫都说，意大利没有布丰实在是保加利亚的机会，他有信心带队击败意大利！本场做客，
sen pred gold
连 O O
保 B-org B-org
加 I-org I-org
利 I-org I-org
亚 I-org I-org
的 O O
贝 B-nam B-nam
尔 I-nam I-nam
巴 I-nam I-nam
托 I-nam I-nam
夫 I-nam I-nam
都 O O
说 O O
， O O
意 O B-org
大 O I-org
利 O I-org
没 O O
有 O O
布 B-nam B-nam
丰 I-nam I-nam
实 O O
在 O O
是 O O
保 O B-org
加 O I-org
利 O I-org
亚 O I-org
的 O O
机 O O
会 O O
， O O
他 O O
有 O O
信 O O
心 O O
带 O O
队 O O
击 O O
败 O O
意 O B-org
大 O I-org
利 O I-org
！ O O
本 O O
场 O O
做 O O
客 O O
， O O


raw: 1。没有正规“身份”。这些学校大多只在美国某地区登记注册，其办学资质和文凭未经美国教育部备案核准。
sen pred gold
1 O O
。 O O
没 O O
有 O O
正 O O
规 O O
[UNK] O O
身 O O
份 O O
[UNK] O O
。 O O
这 O O
些 O O
学 O O
校 O O
大 O O
多 O O
只 O O
在 O O
美 B-add O
国 I-add O
某 O O
地 O O
区 O O
登 O O
记 O O
注 O O
册 O O
， O O
其 O O
办 O O
学 O O
资 O O
质 O O
和 O O
文 O O
凭 O O
未 O O
经 O O
美 B-gov B-gov
国 I-gov I-gov
教 I-gov I-gov
育 I-gov I-gov
部 I-gov I-gov
备 O O
案 O O
核 O O
准 O O
。 O O


raw: GL在WCG2007亚洲锦标赛上夺得中国首个DotA项目的世界冠军。而FIFA选手杨正(
sen pred gold
g B-nam B-org
l I-nam I-org
在 O O
w B-org B-org
c I-org I-org
g I-org I-org
2 O I-org
0 O I-org
0 O I-org
7 O I-org
亚 O I-org
洲 O I-org
锦 O I-org
标 O I-org
赛 O I-org
上 O O
夺 O O
得 O O
中 O O
国 O O
首 O O
个 O O
d B-gam B-gam
o I-gam I-gam
t I-gam I-gam
a I-gam I-gam
项 O O
目 O O
的 O O
世 O O
界 O O
冠 O O
军 O O
。 O O
而 O O
f B-gam B-org
i I-gam I-org
f I-gam I-org
a I-gam I-org
选 O B-pos
手 O I-pos
杨 B-nam B-nam
正 I-nam I-nam
( O O


raw: 两家公司将会合作开发一款科幻战争动作游戏《黑光》(Blacklight)，游戏将会有PC/
sen pred gold
两 O O
家 O O
公 O O
司 O O
将 O O
会 O O
合 O O
作 O O
开 O O
发 O O
一 O O
款 O O
科 O O
幻 O O
战 O O
争 O O
动 O O
作 O O
游 O O
戏 O O
《 B-gam B-gam
黑 I-gam I-gam
光 I-gam I-gam
》 I-gam I-gam
( O I-gam
b B-gam I-gam
l I-gam I-gam
a I-gam I-gam
c I-gam I-gam
k I-gam I-gam
l I-gam I-gam
i I-gam I-gam
g I-gam I-gam
h I-gam I-gam
t I-gam I-gam
) O I-gam
， O O
游 O O
戏 O O
将 O O
会 O O
有 O O
p O O
c O O
/ O O


raw: 【赛迪网讯】7月1日，据悉，网易于昨日发内部邮件，邀请全体员工测试《魔兽世界》(下称“
sen pred gold
【 O O
赛 B-com O
迪 I-com O
网 I-com O
讯 O O
】 O O
7 O O
月 O O
1 O O
日 O O
， O O
据 O O
悉 O O
， O O
网 B-com B-com
易 I-com I-com
于 O O
昨 O O
日 O O
发 O O
内 O O
部 O O
邮 O O
件 O O
， O O
邀 O O
请 O O
全 O O
体 O O
员 O O
工 O O
测 O O
试 O O
《 B-gam B-gam
魔 I-gam I-gam
兽 I-gam I-gam
世 I-gam I-gam
界 I-gam I-gam
》 I-gam I-gam
( O O
下 O O
称 O O
[UNK] O O


raw: 因此《三国群英传Ⅶ》在豪华版中，特别将岳飞版的《出师表》收录其中，供玩家收藏。
sen pred gold
因 O O
此 O O
《 B-gam B-gam
三 I-gam I-gam
国 I-gam I-gam
群 I-gam I-gam
英 I-gam I-gam
传 I-gam I-gam
[UNK] I-gam I-gam
》 I-gam I-gam
在 O O
豪 O O
华 O O
版 O O
中 O O
， O O
特 O O
别 O O
将 O O
岳 B-nam B-nam
飞 I-nam I-nam
版 O O
的 O O
《 B-gam B-boo
出 I-gam I-boo
师 I-gam I-boo
表 I-gam I-boo
》 I-gam I-boo
收 O O
录 O O
其 O O
中 O O
， O O
供 O O
玩 O O
家 O O
收 O O
藏 O O
。 O O


raw: 分别在新疆和四川灾区对种子教师进行班级辅导方案实施能力培训，掌握《班级团体辅导手册》的应用（
sen pred gold
分 O O
别 O O
在 O O
新 B-add B-add
疆 I-add I-add
和 O O
四 B-add B-add
川 I-add I-add
灾 I-add O
区 I-add O
对 O O
种 O O
子 O O
教 B-pos B-pos
师 I-pos I-pos
进 O O
行 O O
班 O O
级 O O
辅 O O
导 O O
方 O O
案 O O
实 O O
施 O O
能 O O
力 O O
培 O O
训 O O
， O O
掌 O O
握 O O
《 B-boo B-boo
班 I-boo I-boo
级 I-boo I-boo
团 I-boo I-boo
体 I-boo I-boo
辅 I-boo I-boo
导 I-boo I-boo
手 I-boo I-boo
册 I-boo I-boo
》 I-boo I-boo
的 O O
应 O O
用 O O
（ O O


raw: 纽卡斯尔队vs斯托克城队两队在英超联赛近18个赛季中无交锋战绩。
sen pred gold
纽 B-org B-org
卡 I-org I-org
斯 I-org I-org
尔 I-org I-org
队 I-org I-org
v O O
s O O
斯 B-org B-org
托 I-org I-org
克 I-org I-org
城 I-org I-org
队 I-org I-org
两 O O
队 O O
在 O O
英 B-org B-org
超 I-org I-org
联 O I-org
赛 O I-org
近 O O
1 O O
8 O O
个 O O
赛 O O
季 O O
中 O O
无 O O
交 O O
锋 O O
战 O O
绩 O O
。 O O


raw: 在《南京！南京！》片场，有五位操着标准南京方言的女性始终活跃在群众演员的最前方，尤其是一位面容清瘦，
sen pred gold
在 O O
《 B-mov B-mov
南 I-mov I-mov
京 I-mov I-mov
！ I-mov I-mov
南 I-mov I-mov
京 I-mov I-mov
！ I-mov I-mov
》 I-mov I-mov
片 O O
场 O O
， O O
有 O O
五 O O
位 O O
操 O O
着 O O
标 O O
准 O O
南 O B-add
京 O I-add
方 O O
言 O O
的 O O
女 O O
性 O O
始 O O
终 O O
活 O O
跃 O O
在 O O
群 O O
众 O O
演 B-pos O
员 I-pos O
的 O O
最 O O
前 O O
方 O O
， O O
尤 O O
其 O O
是 O O
一 O O
位 O O
面 O O
容 O O
清 O O
瘦 O O
， O O


raw: 联盟很可能会在下一季举办CS1.6或者CSOnline的职业联赛，也许Boxer、
sen pred gold
联 O O
盟 O O
很 O O
可 O O
能 O O
会 O O
在 O O
下 O O
一 O O
季 O O
举 O O
办 O O
c B-org B-gam
s I-org I-gam
1 I-org O
. I-org O
6 I-org O
或 O O
者 O O
c B-org B-gam
s I-org I-gam
o I-org I-gam
n I-org I-gam
l I-org I-gam
i I-org I-gam
n I-org I-gam
e I-org I-gam
的 O O
职 O O
业 O O
联 O O
赛 O O
， O O
也 O O
许 O O
b B-org O
o I-org O
x I-org O
e I-org O
r I-org O
、 O O


raw: 由西伯利亚军区参谋部和军事检察院人员组成的调查委员会正在现场进行调查。
sen pred gold
由 O O
西 B-gov B-gov
伯 I-gov I-gov
利 I-gov I-gov
亚 I-gov I-gov
军 I-gov I-gov
区 I-gov I-gov
参 I-gov I-gov
谋 I-gov I-gov
部 I-gov I-gov
和 O O
军 B-gov B-gov
事 I-gov I-gov
检 I-gov I-gov
察 I-gov I-gov
院 I-gov I-gov
人 O O
员 O O
组 O O
成 O O
的 O O
调 B-gov O
查 I-gov O
委 I-gov O
员 I-gov O
会 I-gov O
正 O O
在 O O
现 O O
场 O O
进 O O
行 O O
调 O O
查 O O
。 O O


raw: NASA拟开发火星版《第二人生》为宇航员解闷
sen pred gold
n B-com B-gov
a I-com I-gov
s I-com I-gov
a I-com I-gov
拟 O O
开 O O
发 O O
火 O O
星 O O
版 O O
《 B-gam B-gam
第 I-gam I-gam
二 I-gam I-gam
人 I-gam I-gam
生 I-gam I-gam
》 I-gam I-gam
为 O O
宇 B-pos B-pos
航 I-pos I-pos
员 I-pos I-pos
解 O O
闷 O O


raw: 拉科鲁尼亚队vs马拉加队两队在西甲联赛近15个赛季中只交战过14场，
sen pred gold
拉 B-org B-org
科 I-org I-org
鲁 I-org I-org
尼 I-org I-org
亚 I-org I-org
队 I-org I-org
v O O
s O O
马 B-org B-org
拉 I-org I-org
加 I-org I-org
队 I-org I-org
两 O O
队 O O
在 O O
西 B-org O
甲 I-org O
联 O O
赛 O O
近 O O
1 O O
5 O O
个 O O
赛 O O
季 O O
中 O O
只 O O
交 O O
战 O O
过 O O
1 O O
4 O O
场 O O
， O O


raw: 早报讯（记者孟梅实习生夏冬梅）央行有关负责人近日表示，要加快制定“放贷人条例”，
sen pred gold
早 B-boo O
报 I-boo O
讯 O O
（ O O
记 B-pos B-pos
者 I-pos I-pos
孟 B-nam B-nam
梅 I-nam I-nam
实 B-pos B-pos
习 I-pos I-pos
生 I-pos I-pos
夏 B-nam B-nam
冬 I-nam I-nam
梅 I-nam I-nam
） O O
央 B-gov B-gov
行 I-gov I-gov
有 B-pos O
关 I-pos O
负 I-pos O
责 I-pos O
人 I-pos O
近 O O
日 O O
表 O O
示 O O
， O O
要 O O
加 O O
快 O O
制 O O
定 O O
[UNK] O O
放 O O
贷 O O
人 O O
条 O O
例 O O
[UNK] O O
， O O


raw: 信托机构决定通过增加新的机构组织与发展扩充博物馆来达到为视觉艺术做出更大贡献的目的，
sen pred gold
信 O B-org
托 O I-org
机 O I-org
构 O I-org
决 O O
定 O O
通 O O
过 O O
增 O O
加 O O
新 O O
的 O O
机 O O
构 O O
组 O O
织 O O
与 O O
发 O O
展 O O
扩 O O
充 O O
博 B-sce B-sce
物 I-sce I-sce
馆 I-sce I-sce
来 O O
达 O O
到 O O
为 O O
视 O O
觉 O O
艺 O O
术 O O
做 O O
出 O O
更 O O
大 O O
贡 O O
献 O O
的 O O
目 O O
的 O O
， O O


raw: 徐悲鸿夫人廖静文、南师大副校长陈凌孚、江苏省文联党组书记王慧芬等出席大会。
sen pred gold
徐 B-nam B-nam
悲 I-nam I-nam
鸿 I-nam I-nam
夫 O O
人 O O
廖 B-nam B-nam
静 I-nam I-nam
文 I-nam I-nam
、 O O
南 B-org B-org
师 I-org I-org
大 I-org I-org
副 B-pos B-pos
校 I-pos I-pos
长 I-pos I-pos
陈 B-nam B-nam
凌 I-nam I-nam
孚 I-nam I-nam
、 O O
江 B-org B-org
苏 I-org I-org
省 I-org I-org
文 I-org I-org
联 I-org I-org
党 B-pos I-org
组 I-pos I-org
书 I-pos B-pos
记 I-pos I-pos
王 B-nam B-nam
慧 I-nam I-nam
芬 I-nam I-nam
等 O O
出 O O
席 O O
大 O O
会 O O
。 O O


raw: DotA2是否免费尚未得知。Valve公司开发的游戏军团要塞2一直都是免费，
sen pred gold
d B-gam B-gam
o I-gam I-gam
t I-gam I-gam
a I-gam I-gam
2 I-gam I-gam
是 O O
否 O O
免 O O
费 O O
尚 O O
未 O O
得 O O
知 O O
。 O O
v B-com B-com
a I-com I-com
l I-com I-com
v I-com I-com
e I-com I-com
公 I-com I-com
司 I-com I-com
开 O O
发 O O
的 O O
游 O B-gam
戏 O I-gam
军 B-gam I-gam
团 I-gam I-gam
要 I-gam I-gam
塞 I-gam I-gam
2 I-gam I-gam
一 O O
直 O O
都 O O
是 O O
免 O O
费 O O
， O O


raw: 本报讯（记者李蕾张羽飞）有媒体昨日报道称，重庆“两会”期间，重庆市第三届人大代表、重庆同创置业（
sen pred gold
本 O O
报 O O
讯 O O
（ O O
记 B-pos B-pos
者 I-pos I-pos
李 B-nam B-nam
蕾 I-nam I-nam
张 B-nam B-nam
羽 I-nam I-nam
飞 I-nam I-nam
） O O
有 O O
媒 O O
体 O O
昨 O O
日 O O
报 O O
道 O O
称 O O
， O O
重 B-add O
庆 I-add O
[UNK] O O
两 O O
会 O O
[UNK] O O
期 O O
间 O O
， O O
重 B-add B-pos
庆 I-add I-pos
市 O I-pos
第 O I-pos
三 O I-pos
届 O I-pos
人 B-pos I-pos
大 I-pos I-pos
代 I-pos I-pos
表 I-pos I-pos
、 O O
重 B-com B-com
庆 I-com I-com
同 I-com I-com
创 I-com I-com
置 I-com I-com
业 I-com I-com
（ O O


raw: 安博塞利国家公园amboselipark位于肯尼亚边境地区，amboseli翻译过来就是“
sen pred gold
安 B-sce B-sce
博 I-sce I-sce
塞 I-sce I-sce
利 I-sce I-sce
国 I-sce I-sce
家 I-sce I-sce
公 I-sce I-sce
园 I-sce I-sce
a B-sce I-sce
m I-sce I-sce
b I-sce I-sce
o I-sce I-sce
s I-sce I-sce
e I-sce I-sce
l I-sce I-sce
i I-sce I-sce
p I-sce I-sce
a I-sce I-sce
r I-sce I-sce
k I-sce I-sce
位 O O
于 O O
肯 B-add B-add
尼 I-add I-add
亚 I-add I-add
边 I-add O
境 I-add O
地 I-add O
区 I-add O
， O O
a B-sce O
m I-sce O
b I-sce O
o I-sce O
s I-sce O
e I-sce O
l I-sce O
i I-sce O
翻 O O
译 O O
过 O O
来 O O
就 O O
是 O O
[UNK] O O


raw: 这位WCG魔兽世界冠军表示自己将和TH000一同参加WCG广州站的星际2比赛。而在访谈中，
sen pred gold
这 O O
位 O O
w B-org O
c I-org O
g I-org O
魔 B-gam B-gam
兽 I-gam I-gam
世 I-gam I-gam
界 O I-gam
冠 O O
军 O O
表 O O
示 O O
自 O O
己 O O
将 O O
和 O O
t B-nam B-nam
h I-nam I-nam
0 I-nam I-nam
0 I-nam I-nam
0 I-nam I-nam
一 O O
同 O O
参 O O
加 O O
w B-org O
c I-org O
g I-org O
广 O O
州 O O
站 O O
的 O O
星 B-gam B-gam
际 I-gam I-gam
2 I-gam I-gam
比 O O
赛 O O
。 O O
而 O O
在 O O
访 O O
谈 O O
中 O O
， O O


raw: 倚天屠龙记新修版套装共4本作者:金庸简介:本书为金庸长篇小说。\
sen pred gold
倚 B-boo B-boo
天 I-boo I-boo
屠 I-boo I-boo
龙 I-boo I-boo
记 I-boo I-boo
新 O O
修 O O
版 O O
套 O O
装 O O
共 O O
4 O O
本 O O
作 O O
者 O O
: O O
金 B-nam B-nam
庸 I-nam I-nam
简 O O
介 O O
: O O
本 O O
书 O O
为 O O
金 B-nam O
庸 I-nam O
长 O O
篇 O O
小 O O
说 O O
。 O O
\ O O


raw: 目前关于《英雄无敌》电影的各种细节，这位高管只透露了以下四点：
sen pred gold
目 O O
前 O O
关 O O
于 O O
《 B-mov B-mov
英 I-mov I-mov
雄 I-mov I-mov
无 I-mov I-mov
敌 I-mov I-mov
》 I-mov I-mov
电 O O
影 O O
的 O O
各 O O
种 O O
细 O O
节 O O
， O O
这 O O
位 O O
高 B-pos O
管 I-pos O
只 O O
透 O O
露 O O
了 O O
以 O O
下 O O
四 O O
点 O O
： O O


raw: 日前，菲律宾的卡加延德奥罗市发生了一起越狱事件，5位犯人逃出监狱。他们可没有像《越狱》
sen pred gold
日 O O
前 O O
， O O
菲 B-add O
律 I-add O
宾 I-add O
的 I-add O
卡 I-add B-add
加 I-add I-add
延 I-add I-add
德 I-add I-add
奥 I-add I-add
罗 I-add I-add
市 I-add I-add
发 O O
生 O O
了 O O
一 O O
起 O O
越 O O
狱 O O
事 O O
件 O O
， O O
5 O O
位 O O
犯 O O
人 O O
逃 O O
出 O O
监 O O
狱 O O
。 O O
他 O O
们 O O
可 O O
没 O O
有 O O
像 O O
《 B-mov B-mov
越 I-mov I-mov
狱 I-mov I-mov
》 I-mov I-mov


raw: 赛前准备出征北京赛区的WE战队只出现了零星的几名SC2选手。
sen pred gold
赛 O O
前 O O
准 O O
备 O O
出 O O
征 O O
北 B-add B-add
京 I-add I-add
赛 O I-add
区 O I-add
的 O O
w B-gam O
e I-gam O
战 O O
队 O O
只 O O
出 O O
现 O O
了 O O
零 O O
星 O O
的 O O
几 O O
名 O O
s B-gam B-gam
c I-gam I-gam
2 I-gam I-gam
选 O O
手 O O
。 O O


raw: 住房和城乡建设部部长姜伟新近日在接受中央电视台采访时表示，对于住有所居的理解，
sen pred gold
住 B-gov B-gov
房 I-gov I-gov
和 I-gov I-gov
城 I-gov I-gov
乡 I-gov I-gov
建 I-gov I-gov
设 I-gov I-gov
部 I-gov I-gov
部 B-pos B-pos
长 I-pos I-pos
姜 B-nam B-nam
伟 I-nam I-nam
新 I-nam O
近 O O
日 O O
在 O O
接 O O
受 O O
中 B-gov B-gov
央 I-gov I-gov
电 I-gov I-gov
视 I-gov I-gov
台 I-gov I-gov
采 O O
访 O O
时 O O
表 O O
示 O O
， O O
对 O O
于 O O
住 O O
有 O O
所 O O
居 O O
的 O O
理 O O
解 O O
， O O


raw: 雅鲁藏布江干流中下游地区，平均海拔与拉萨差不多，但是特殊的地理位置，让这个地区的气候比拉萨湿润，
sen pred gold
雅 B-add B-add
鲁 I-add I-add
藏 I-add I-add
布 I-add I-add
江 I-add I-add
